VName,Filter,HJD,mag_s,mag_i,e_mag_i,Fref,e_Fref,DFlux,e_DFlux,p
"V16",I,2455787.77391,14.893,15.063,0.008,9455420.0,15345.0,-9.705,30840.0,0.4312
"V16",I,2455787.77516,14.91,15.08,0.008,9455420.0,15345.0,-70.23,30800.0,0.4315
"V16",I,2455787.77654,14.916,15.086,0.008,9455420.0,15345.0,-93.455,30730.0,0.428
"V16",I,2455787.77791,14.909,15.079,0.008,9455420.0,15345.0,-67.535,30690.0,0.4314
"V16",I,2455787.77928,14.91,15.08,0.008,9455420.0,15345.0,-71.62,30615.0,0.4339
"V16",I,2455787.78066,14.908,15.079,0.008,9455420.0,15345.0,-65.86,30475.0,0.4288
"V16",I,2455787.83181,14.865,15.035,0.008,9455420.0,15345.0,95.215,29395.0,0.4262
"V16",I,2455787.83306,14.851,15.021,0.007,9455420.0,15345.0,150.045,29325.0,0.4284
"V16",I,2455787.8358,14.85,15.02,0.007,9455420.0,15345.0,156.695,29040.0,0.4309
"V16",I,2455787.83854,14.843,15.013,0.007,9455420.0,15345.0,185.315,29205.0,0.4316
"V16",I,2455788.7785,14.86,15.03,0.006,9455420.0,15345.0,117.59,21560.0,0.4312
"V16",I,2455788.77975,14.824,14.994,0.006,9455420.0,15345.0,257.975,25315.0,0.4277
"V16",I,2455788.78112,14.876,15.046,0.006,9455420.0,15345.0,54.295,22450.0,0.4291
"V16",I,2455788.7825,14.866,15.036,0.006,9455420.0,15345.0,94.46,21610.0,0.4287
"V16",I,2455788.78387,14.871,15.041,0.006,9455420.0,15345.0,74.45,21540.0,0.428
"V16",I,2455788.78525,14.847,15.017,0.006,9455420.0,15345.0,166.175,21640.0,0.4282
"V16",I,2455790.7581,14.822,14.992,0.006,9455420.0,15345.0,228.635,21750.0,0.367
"V16",I,2455790.75939,14.818,14.988,0.006,9455420.0,15345.0,242.635,21835.0,0.3723
"V16",I,2455790.7608,14.81,14.98,0.006,9455420.0,15345.0,295.53,21745.0,0.4021
"V16",I,2455790.76221,14.817,14.987,0.005,9455420.0,15345.0,287.325,21365.0,0.4347
"V16",I,2455790.76361,14.814,14.984,0.006,9455420.0,15345.0,263.765,21775.0,0.3829
"V16",I,2455790.76503,14.822,14.992,0.006,9455420.0,15345.0,248.08,21555.0,0.4019
"V16",I,2455793.73456,14.709,14.879,0.005,9455420.0,15345.0,810.52,24880.0,0.4703
"V16",I,2455793.73584,14.73,14.9,0.005,9455420.0,15345.0,720.585,22330.0,0.4783
"V16",I,2455793.73725,14.713,14.883,0.004,9455420.0,15345.0,806.77,21555.0,0.4786
"V16",I,2455793.73865,14.713,14.883,0.005,9455420.0,15345.0,807.3,22240.0,0.4801
"V16",I,2455793.77172,14.683,14.852,0.005,9455420.0,15345.0,956.355,23055.0,0.4777
"V16",I,2455793.773,14.691,14.861,0.005,9455420.0,15345.0,913.405,22735.0,0.478
"V16",I,2455793.77442,14.682,14.852,0.004,9455420.0,15345.0,957.95,21955.0,0.4774
"V16",I,2455793.77582,14.682,14.852,0.004,9455420.0,15345.0,957.105,22195.0,0.477
"V16",I,2455793.80909,14.709,14.879,0.005,9455420.0,15345.0,816.93,22940.0,0.4749
"V16",I,2455793.81038,14.717,14.887,0.005,9455420.0,15345.0,778.15,22965.0,0.474
"V16",I,2455793.81179,14.732,14.902,0.005,9455420.0,15345.0,706.815,22850.0,0.4746
"V16",I,2455793.8132,14.73,14.9,0.005,9455420.0,15345.0,715.985,22680.0,0.4746
"V16",I,2455793.84733,14.789,14.959,0.005,9455420.0,15345.0,436.71,22275.0,0.4704
"V16",I,2455793.84862,14.784,14.954,0.005,9455420.0,15345.0,456.97,23190.0,0.4692
"V16",I,2455793.85003,14.803,14.972,0.005,9455420.0,15345.0,376.53,22475.0,0.47
"V16",I,2455793.85143,14.801,14.971,0.005,9455420.0,15345.0,382.805,22250.0,0.4695
"V16",I,2455794.73083,14.687,14.857,0.006,9455420.0,15345.0,477.09,16550.0,0.2437
"V16",I,2455794.73211,14.685,14.854,0.006,9455420.0,15345.0,588.925,17660.0,0.2975
"V16",I,2455794.73351,14.686,14.856,0.006,9455420.0,15345.0,558.785,17515.0,0.2848
"V16",I,2455794.73492,14.681,14.851,0.005,9455420.0,15345.0,696.45,18915.0,0.3453
"V16",I,2455794.77532,14.699,14.869,0.004,9455420.0,15345.0,873.07,21465.0,0.4775
"V16",I,2455794.7766,14.698,14.868,0.004,9455420.0,15345.0,881.025,21440.0,0.4787
"V16",I,2455794.77801,14.698,14.868,0.004,9455420.0,15345.0,875.63,21280.0,0.4771
"V16",I,2455794.77943,14.711,14.881,0.004,9455420.0,15345.0,811.47,21200.0,0.4765
"V16",I,2455794.81569,14.77,14.94,0.006,9455420.0,15345.0,376.255,18810.0,0.3391
"V16",I,2455794.81697,14.763,14.933,0.005,9455420.0,15345.0,470.535,19920.0,0.3979
"V16",I,2455794.81838,14.776,14.946,0.005,9455420.0,15345.0,411.015,19530.0,0.3896
"V16",I,2455794.8198,14.787,14.957,0.006,9455420.0,15345.0,309.885,18255.0,0.3271
"V16",I,2455794.86074,14.854,15.024,0.006,9455420.0,15345.0,117.855,18890.0,0.3616
"V16",I,2455794.86203,14.854,15.024,0.012,9455420.0,15345.0,44.405,14885.0,0.1355
"V16",I,2455794.86343,14.833,15.003,0.013,9455420.0,15345.0,61.98,14615.0,0.1196
"V16",I,2455794.86643,14.868,15.038,0.008,9455420.0,15345.0,45.545,16270.0,0.2229
"V16",I,2455795.72596,14.709,14.879,0.004,9455420.0,15345.0,808.455,21075.0,0.4699
"V16",I,2455795.72725,14.704,14.873,0.004,9455420.0,15345.0,850.68,21085.0,0.4775
"V16",I,2455795.72866,14.705,14.875,0.004,9455420.0,15345.0,841.59,21050.0,0.4773
"V16",I,2455795.73006,14.708,14.878,0.004,9455420.0,15345.0,827.795,21215.0,0.4774
"V16",I,2455795.77392,14.742,14.912,0.004,9455420.0,15345.0,659.355,20660.0,0.4748
"V16",I,2455795.77521,14.737,14.907,0.004,9455420.0,15345.0,683.86,20735.0,0.4746
"V16",I,2455795.77661,14.751,14.921,0.004,9455420.0,15345.0,615.24,20655.0,0.474
"V16",I,2455801.787,14.947,15.117,0.005,9455420.0,15345.0,-208.495,19060.0,0.4347
"V16",I,2455801.78829,14.942,15.112,0.005,9455420.0,15345.0,-196.525,19730.0,0.45
"V16",I,2455801.7897,14.939,15.109,0.005,9455420.0,15345.0,-187.99,20225.0,0.4549
"V16",I,2455801.79111,14.935,15.105,0.005,9455420.0,15345.0,-171.945,19895.0,0.4527
"V16",I,2455801.81644,14.895,15.065,0.005,9455420.0,15345.0,-18.06,21660.0,0.4616
"V16",I,2455801.81772,14.903,15.073,0.006,9455420.0,15345.0,-42.315,21870.0,0.4124
"V16",I,2455801.81913,14.899,15.069,0.006,9455420.0,15345.0,-31.455,23460.0,0.4617
"V16",I,2455801.82053,14.901,15.071,0.006,9455420.0,15345.0,-41.945,22835.0,0.4556
"V16",I,2455803.73879,14.93,15.101,0.005,9455420.0,15345.0,-162.105,19530.0,0.4772
"V16",I,2455803.74149,14.94,15.11,0.005,9455420.0,15345.0,-200.71,19515.0,0.4769
"V16",I,2455803.74289,14.931,15.101,0.005,9455420.0,15345.0,-163.73,19665.0,0.4734
"V16",I,2455803.7921,14.829,14.999,0.005,9455420.0,15345.0,262.56,20265.0,0.4719
"V16",I,2455803.79338,14.824,14.994,0.005,9455420.0,15345.0,282.83,20185.0,0.4716
"V16",I,2455803.7948,14.823,14.993,0.005,9455420.0,15345.0,286.92,20370.0,0.4713
"V16",I,2455803.79621,14.82,14.99,0.005,9455420.0,15345.0,299.875,20410.0,0.4708
"V16",I,2455803.83608,14.717,14.887,0.005,9455420.0,15345.0,757.77,21790.0,0.4605
"V16",I,2455803.83736,14.72,14.89,0.005,9455420.0,15345.0,742.635,22335.0,0.4608
"V16",I,2455803.83876,14.714,14.884,0.005,9455420.0,15345.0,767.79,21990.0,0.4585
"V16",I,2455803.84018,14.721,14.891,0.005,9455420.0,15345.0,737.36,23345.0,0.4595
"V16",I,2455804.71302,14.896,15.066,0.005,9455420.0,15345.0,-21.95,20190.0,0.4732
"V16",I,2455804.71431,14.903,15.073,0.005,9455420.0,15345.0,-50.035,20050.0,0.4735
"V16",I,2455804.71571,14.901,15.071,0.005,9455420.0,15345.0,-40.95,19955.0,0.4712
"V16",I,2455804.71712,14.893,15.063,0.005,9455420.0,15345.0,-8.975,20130.0,0.4744
"V16",I,2455804.75301,14.853,15.023,0.005,9455420.0,15345.0,158.24,20365.0,0.4737
"V16",I,2455804.75431,14.855,15.025,0.005,9455420.0,15345.0,150.52,20225.0,0.4733
"V16",I,2455804.75572,14.852,15.022,0.005,9455420.0,15345.0,160.965,20460.0,0.4734
"V16",I,2455804.75712,14.849,15.019,0.005,9455420.0,15345.0,176.025,20440.0,0.473
"V16",I,2455804.78706,14.788,14.958,0.005,9455420.0,15345.0,443.895,20795.0,0.4715
"V16",I,2455804.78834,14.783,14.953,0.005,9455420.0,15345.0,460.51,21365.0,0.4676
"V16",I,2455804.78976,14.788,14.958,0.005,9455420.0,15345.0,438.475,20745.0,0.4689
"V16",I,2455804.79116,14.786,14.956,0.005,9455420.0,15345.0,451.19,21130.0,0.4697
"V16",I,2455804.82098,14.745,14.914,0.005,9455420.0,15345.0,636.065,21320.0,0.4661
"V16",I,2455804.82227,14.741,14.911,0.005,9455420.0,15345.0,650.945,21540.0,0.4652
"V16",I,2455804.82368,14.747,14.917,0.005,9455420.0,15345.0,623.03,21550.0,0.4649
"V16",I,2455804.82509,14.74,14.91,0.005,9455420.0,15345.0,657.115,21400.0,0.4655
"V16",I,2456147.8248,14.762,14.932,0.008,9455420.0,15345.0,1168.675,75100.0,0.983
"V16",I,2456147.82532,14.77,14.94,0.008,9455420.0,15345.0,1092.34,75235.0,0.9802
"V16",I,2456147.82714,14.766,14.936,0.008,9455420.0,15345.0,1127.865,77890.0,0.9812
"V16",I,2456147.82767,14.763,14.933,0.008,9455420.0,15345.0,1157.62,75930.0,0.9831
"V16",I,2456147.8295,14.766,14.936,0.008,9455420.0,15345.0,1130.22,75640.0,0.9798
"V16",I,2456147.83003,14.764,14.934,0.008,9455420.0,15345.0,1150.81,75495.0,0.9824
"V16",I,2456147.83186,14.765,14.935,0.008,9455420.0,15345.0,1143.53,77135.0,0.983
"V16",I,2456147.83239,14.773,14.943,0.008,9455420.0,15345.0,1063.305,75400.0,0.9795
"V16",I,2456147.83444,14.775,14.945,0.011,9455420.0,15345.0,518.635,52050.0,0.4878
"V16",I,2456147.83486,14.777,14.947,0.011,9455420.0,15345.0,516.385,54605.0,0.492
"V16",I,2456147.83632,14.773,14.943,0.011,9455420.0,15345.0,529.75,54325.0,0.4893
"V16",I,2456147.83673,14.787,14.957,0.011,9455420.0,15345.0,464.79,53500.0,0.4898
"V16",I,2456147.83823,14.791,14.961,0.012,9455420.0,15345.0,447.915,56505.0,0.4899
"V16",I,2456147.83863,14.78,14.95,0.012,9455420.0,15345.0,499.34,55815.0,0.4895
"V16",I,2456147.84011,14.767,14.937,0.012,9455420.0,15345.0,560.665,55105.0,0.4909
"V16",I,2456147.84052,14.773,14.943,0.012,9455420.0,15345.0,530.365,54945.0,0.4897
"V16",I,2456147.84817,14.811,14.981,0.012,9455420.0,15345.0,351.71,53010.0,0.4891
"V16",I,2456147.84857,14.803,14.973,0.011,9455420.0,15345.0,392.145,51715.0,0.4903
"V16",I,2456147.85005,14.806,14.976,0.011,9455420.0,15345.0,376.73,52065.0,0.4896
"V16",I,2456147.85047,14.824,14.994,0.012,9455420.0,15345.0,293.505,53000.0,0.4875
"V16",I,2456147.85194,14.826,14.996,0.012,9455420.0,15345.0,284.19,54175.0,0.4887
"V16",I,2456147.85235,14.793,14.963,0.011,9455420.0,15345.0,437.315,52155.0,0.4882
"V16",I,2456147.85382,14.807,14.977,0.011,9455420.0,15345.0,370.285,50390.0,0.4876
"V16",I,2456147.85423,14.818,14.988,0.011,9455420.0,15345.0,319.56,51725.0,0.489
"V16",I,2456147.8557,14.816,14.986,0.012,9455420.0,15345.0,327.255,52850.0,0.4873
"V16",I,2456147.85611,14.805,14.975,0.011,9455420.0,15345.0,376.395,52330.0,0.485
"V16",I,2456147.8576,14.821,14.991,0.011,9455420.0,15345.0,305.965,51935.0,0.4854
"V16",I,2456147.858,14.849,15.019,0.011,9455420.0,15345.0,182.29,50580.0,0.4858
"V16",I,2456147.85948,14.82,14.99,0.011,9455420.0,15345.0,308.435,51865.0,0.4856
"V16",I,2456147.85989,14.824,14.994,0.012,9455420.0,15345.0,290.92,53755.0,0.4863
"V16",I,2456147.86136,14.842,15.012,0.012,9455420.0,15345.0,208.97,51310.0,0.4859
"V16",I,2456147.86177,14.812,14.982,0.011,9455420.0,15345.0,345.535,51285.0,0.4876
"V16",I,2456147.86324,14.839,15.009,0.012,9455420.0,15345.0,225.835,51090.0,0.4853
"V16",I,2456147.86365,14.835,15.005,0.011,9455420.0,15345.0,243.08,50695.0,0.4858
"V16",I,2456147.86514,14.832,15.002,0.011,9455420.0,15345.0,257.8,50385.0,0.4883
"V16",I,2456147.86555,14.836,15.006,0.012,9455420.0,15345.0,236.795,54180.0,0.4858
"V16",I,2456150.85102,14.897,15.067,0.007,9455420.0,15345.0,-53.285,56540.0,0.9876
"V16",I,2456150.85154,14.878,15.048,0.007,9455420.0,15345.0,112.115,57235.0,0.9835
"V16",I,2456150.85338,14.891,15.061,0.007,9455420.0,15345.0,-4.83,57120.0,0.9854
"V16",I,2456150.8539,14.894,15.064,0.006,9455420.0,15345.0,-23.985,55500.0,0.9858
"V16",I,2456150.85572,14.883,15.054,0.007,9455420.0,15345.0,62.845,59970.0,0.9873
"V16",I,2456150.85625,14.889,15.059,0.007,9455420.0,15345.0,11.815,59590.0,0.9865
"V16",I,2456150.85808,14.87,15.04,0.007,9455420.0,15345.0,183.03,58580.0,0.9875
"V16",I,2456150.85861,14.895,15.065,0.007,9455420.0,15345.0,-35.45,58185.0,0.9852
"V16",I,2456150.86044,14.9,15.07,0.007,9455420.0,15345.0,-79.025,58255.0,0.9833
"V16",I,2456150.86097,14.896,15.066,0.007,9455420.0,15345.0,-46.065,56930.0,0.9839
"V16",I,2456150.86281,14.907,15.077,0.007,9455420.0,15345.0,-138.205,59185.0,0.9864
"V16",I,2456150.86334,14.909,15.079,0.007,9455420.0,15345.0,-154.895,56350.0,0.9841
"V16",I,2456150.86518,14.9,15.07,0.007,9455420.0,15345.0,-81.71,56515.0,0.9851
"V16",I,2456150.8657,14.889,15.06,0.007,9455420.0,15345.0,10.61,56490.0,0.9833
"V16",I,2456150.86752,14.905,15.075,0.007,9455420.0,15345.0,-122.975,55880.0,0.9823
"V16",I,2456150.86805,14.897,15.067,0.007,9455420.0,15345.0,-52.69,58105.0,0.9845
"V16",I,2456150.86986,14.896,15.066,0.007,9455420.0,15345.0,-47.4,59415.0,0.9866
"V16",I,2456150.87039,14.911,15.081,0.007,9455420.0,15345.0,-175.155,57210.0,0.9816
"V16",I,2456150.87221,14.898,15.068,0.007,9455420.0,15345.0,-60.26,58755.0,0.9847
"V16",I,2456150.87273,14.908,15.078,0.007,9455420.0,15345.0,-143.02,57160.0,0.983
"V16",I,2456150.87458,14.901,15.071,0.007,9455420.0,15345.0,-90.97,63165.0,0.9822
"V16",I,2456150.8751,14.907,15.077,0.007,9455420.0,15345.0,-138.82,58915.0,0.9842
"V16",I,2456150.87692,14.898,15.068,0.007,9455420.0,15345.0,-63.28,59805.0,0.9854
"V16",I,2456150.87744,14.912,15.082,0.007,9455420.0,15345.0,-175.84,57355.0,0.9784
"V16",I,2456150.87926,14.914,15.084,0.007,9455420.0,15345.0,-197.415,59530.0,0.981
"V16",I,2456150.87979,14.907,15.077,0.007,9455420.0,15345.0,-140.895,61995.0,0.9816
"V16",I,2456150.88162,14.927,15.097,0.007,9455420.0,15345.0,-307.215,61700.0,0.9818
"V16",I,2456150.88215,14.923,15.093,0.007,9455420.0,15345.0,-273.28,60785.0,0.9814
"V16",I,2456150.88397,14.912,15.082,0.007,9455420.0,15345.0,-182.705,61750.0,0.981
"V16",I,2456150.8845,14.896,15.066,0.009,9455420.0,15345.0,-42.275,73545.0,0.9787
"V16",I,2456150.88631,14.91,15.08,0.007,9455420.0,15345.0,-160.475,61020.0,0.9778
"V16",I,2456150.88685,14.905,15.075,0.008,9455420.0,15345.0,-123.405,66475.0,0.9803
"V16",I,2456150.88866,14.893,15.063,0.008,9455420.0,15345.0,-22.01,70815.0,0.9769
"V16",I,2456150.88919,14.913,15.084,0.008,9455420.0,15345.0,-191.865,66335.0,0.9776
"V16",I,2456150.89101,14.907,15.077,0.008,9455420.0,15345.0,-136.33,64950.0,0.9743
"V16",I,2456150.89153,14.901,15.071,0.007,9455420.0,15345.0,-85.0,62345.0,0.9764
"V16",I,2456150.89336,14.916,15.086,0.008,9455420.0,15345.0,-208.605,68950.0,0.9748
"V16",I,2456150.89388,14.912,15.082,0.008,9455420.0,15345.0,-179.81,65960.0,0.9725
"V16",I,2456151.82193,14.865,15.035,0.006,9455420.0,15345.0,220.91,54660.0,0.9874
"V16",I,2456151.82375,14.864,15.034,0.006,9455420.0,15345.0,232.31,55985.0,0.9917
"V16",I,2456151.82428,14.861,15.031,0.006,9455420.0,15345.0,261.645,54385.0,0.9985
"V16",I,2456151.82662,14.859,15.029,0.006,9455420.0,15345.0,282.9,54440.0,1.0024
"V16",I,2456151.82845,14.868,15.038,0.006,9455420.0,15345.0,201.64,54760.0,0.9865
"V16",I,2456151.82897,14.875,15.045,0.006,9455420.0,15345.0,137.655,54115.0,0.9889
"V16",I,2456151.8308,14.875,15.045,0.006,9455420.0,15345.0,135.48,53695.0,0.9844
"V16",I,2456151.83132,14.868,15.038,0.006,9455420.0,15345.0,194.305,54885.0,0.989
"V16",I,2456151.83314,14.872,15.042,0.006,9455420.0,15345.0,163.61,54595.0,0.9888
"V16",I,2456151.83367,14.882,15.052,0.006,9455420.0,15345.0,76.745,54135.0,0.9901
"V16",I,2456151.83836,14.882,15.052,0.006,9455420.0,15345.0,76.73,53685.0,0.9968
"V16",I,2456151.8402,14.875,15.045,0.006,9455420.0,15345.0,137.685,54235.0,0.9922
"V16",I,2456151.84072,14.881,15.051,0.006,9455420.0,15345.0,83.32,54570.0,0.9944
"V16",I,2456151.84254,14.895,15.065,0.006,9455420.0,15345.0,-40.165,54350.0,0.9941
"V16",I,2456151.84307,14.885,15.055,0.006,9455420.0,15345.0,51.1,54575.0,1.0008
"V16",I,2456151.84489,14.902,15.072,0.006,9455420.0,15345.0,-93.085,53620.0,0.992
"V16",I,2456151.84542,14.898,15.068,0.006,9455420.0,15345.0,-60.635,53740.0,0.9922
"V16",I,2456151.84724,14.91,15.08,0.006,9455420.0,15345.0,-162.645,53440.0,0.9915
"V16",I,2456151.84776,14.887,15.057,0.006,9455420.0,15345.0,29.335,54365.0,0.994
"V16",I,2456151.84959,14.893,15.063,0.006,9455420.0,15345.0,-18.535,54375.0,0.9977
"V16",I,2456151.85011,14.9,15.07,0.006,9455420.0,15345.0,-82.99,54045.0,0.9921
"V16",I,2456151.85193,14.895,15.065,0.006,9455420.0,15345.0,-40.43,53975.0,0.9913
"V16",I,2456151.85246,14.9,15.07,0.006,9455420.0,15345.0,-81.385,54000.0,0.9986
"V16",I,2456151.85428,14.892,15.062,0.006,9455420.0,15345.0,-7.57,54345.0,0.9874
"V16",I,2456151.85481,14.909,15.079,0.006,9455420.0,15345.0,-154.455,53860.0,0.9934
"V16",I,2456151.85663,14.902,15.073,0.006,9455420.0,15345.0,-99.835,54895.0,0.984
"V16",I,2456151.85715,14.91,15.08,0.006,9455420.0,15345.0,-162.57,54580.0,0.9878
"V16",I,2456151.85952,14.916,15.086,0.007,9455420.0,15345.0,-210.33,54820.0,0.9841
"V16",I,2456151.86134,14.918,15.088,0.006,9455420.0,15345.0,-225.02,53435.0,0.9741
"V16",I,2456151.86187,14.908,15.078,0.006,9455420.0,15345.0,-146.78,53185.0,0.9812
"V16",I,2456151.86422,14.913,15.083,0.007,9455420.0,15345.0,-188.43,55275.0,0.983
"V16",I,2456151.86656,14.904,15.074,0.007,9455420.0,15345.0,-115.035,56365.0,0.9845
"V16",I,2456151.87069,14.905,15.075,0.007,9455420.0,15345.0,-120.33,56400.0,0.9835
"V16",I,2456151.87122,14.902,15.072,0.007,9455420.0,15345.0,-95.36,56650.0,0.9808
"V16",I,2456151.87304,14.903,15.073,0.007,9455420.0,15345.0,-102.275,57665.0,0.9863
"V16",I,2456151.87356,14.895,15.065,0.006,9455420.0,15345.0,-37.535,54965.0,0.9782
"V16",I,2456151.87591,14.907,15.077,0.007,9455420.0,15345.0,-137.22,55915.0,0.9805
"V16",I,2456151.87773,14.906,15.076,0.007,9455420.0,15345.0,-126.93,59120.0,0.9841
"V16",I,2456151.87825,14.915,15.085,0.007,9455420.0,15345.0,-203.055,55865.0,0.9812
"V16",I,2456151.88009,14.91,15.08,0.007,9455420.0,15345.0,-165.13,57365.0,0.9811
"V16",I,2456151.88061,14.913,15.083,0.007,9455420.0,15345.0,-185.485,55800.0,0.9801
"V16",I,2456159.84505,14.736,14.906,0.003,9455420.0,15345.0,7152.095,129240.0,4.9201
"V16",I,2456159.8465,14.737,14.907,0.003,9455420.0,15345.0,7058.575,130480.0,4.9043
"V16",I,2456159.86132,14.734,14.904,0.003,9455420.0,15345.0,7078.345,124475.0,4.8303
"V16",I,2456159.86277,14.735,14.905,0.003,9455420.0,15345.0,7049.41,125010.0,4.8413
"V16",I,2456160.77802,14.747,14.917,0.002,9455420.0,15345.0,6475.37,120595.0,4.8457
"V16",I,2456160.77947,14.745,14.915,0.002,9455420.0,15345.0,6622.71,120920.0,4.8719
"V16",I,2456160.78982,14.741,14.911,0.002,9455420.0,15345.0,6814.75,121640.0,4.8832
"V16",I,2456160.79127,14.743,14.913,0.002,9455420.0,15345.0,6602.16,120975.0,4.7783
"V16",I,2456160.79926,14.738,14.908,0.002,9455420.0,15345.0,6934.035,121470.0,4.8428
"V16",I,2456160.80071,14.737,14.907,0.002,9455420.0,15345.0,6975.265,121865.0,4.849
"V16",I,2456160.80852,14.739,14.909,0.004,9455420.0,15345.0,3777.38,94250.0,2.659
"V16",I,2456160.80997,14.735,14.905,0.005,9455420.0,15345.0,2420.435,78705.0,1.6579
"V16",I,2456160.8175,14.741,14.911,0.011,9455420.0,15345.0,619.0,49340.0,0.4424
"V16",I,2456160.81896,14.739,14.909,0.024,9455420.0,15345.0,245.54,40890.0,0.1734
"V16",I,2456160.82656,14.741,14.911,0.005,9455420.0,15345.0,2443.08,79310.0,1.7413
"V16",I,2456160.82801,14.741,14.911,0.004,9455420.0,15345.0,2597.135,81400.0,1.8546
"V16",I,2456160.83672,14.746,14.916,0.003,9455420.0,15345.0,5513.43,113650.0,4.0883
"V16",I,2456160.83818,14.745,14.914,0.003,9455420.0,15345.0,6036.99,118225.0,4.4245
"V16",I,2456160.84581,14.752,14.922,0.003,9455420.0,15345.0,6148.44,123845.0,4.76
"V16",I,2456160.84726,14.757,14.926,0.003,9455420.0,15345.0,5816.605,121270.0,4.67
"V16",I,2456160.85514,14.755,14.925,0.003,9455420.0,15345.0,4789.56,111955.0,3.7977
"V16",I,2456160.8566,14.76,14.93,0.003,9455420.0,15345.0,4783.53,113440.0,3.9551
"V16",I,2456160.86752,14.773,14.942,0.003,9455420.0,15345.0,3819.205,107385.0,3.5062
"V16",I,2456160.86897,14.773,14.943,0.003,9455420.0,15345.0,4000.8,110950.0,3.6951
"V16",I,2456160.87465,14.778,14.948,0.004,9455420.0,15345.0,2509.81,95110.0,2.4277
"V16",I,2456160.8761,14.786,14.956,0.004,9455420.0,15345.0,2367.205,94460.0,2.4754
"V16",I,2456161.76704,14.741,14.911,0.003,9455420.0,15345.0,3883.225,92585.0,2.7674
"V16",I,2456161.76814,14.732,14.902,0.003,9455420.0,15345.0,4448.05,96465.0,2.9935
"V16",I,2456161.77171,14.735,14.905,0.003,9455420.0,15345.0,4535.245,98430.0,3.1044
"V16",I,2456161.77281,14.734,14.903,0.004,9455420.0,15345.0,3329.315,85765.0,2.2575
"V16",I,2456161.77642,14.734,14.904,0.005,9455420.0,15345.0,2013.895,68995.0,1.3742
"V16",I,2456161.77752,14.739,14.908,0.005,9455420.0,15345.0,1927.71,67835.0,1.3532
"V16",I,2456161.78176,14.742,14.911,0.007,9455420.0,15345.0,1055.165,54875.0,0.7564
"V16",I,2456161.78285,14.745,14.915,0.006,9455420.0,15345.0,1348.47,60445.0,0.9917
"V16",I,2456161.7865,14.737,14.907,0.005,9455420.0,15345.0,2032.6,69935.0,1.4148
"V16",I,2456161.78762,14.727,14.897,0.005,9455420.0,15345.0,1998.39,68520.0,1.2982
"V16",I,2456161.7913,14.736,14.906,0.005,9455420.0,15345.0,2076.84,70200.0,1.4338
"V16",I,2456161.79241,14.734,14.904,0.004,9455420.0,15345.0,2788.605,78315.0,1.8986
"V16",I,2456161.79589,14.73,14.9,0.005,9455420.0,15345.0,2128.02,69400.0,1.4084
"V16",I,2456161.79698,14.739,14.909,0.006,9455420.0,15345.0,1464.32,60835.0,1.0347
"V16",I,2456161.80054,14.743,14.913,0.006,9455420.0,15345.0,1587.725,64915.0,1.1484
"V16",I,2456161.80164,14.744,14.914,0.006,9455420.0,15345.0,1501.715,62800.0,1.0962
"V16",I,2456161.80516,14.743,14.913,0.006,9455420.0,15345.0,1609.875,63980.0,1.1648
"V16",I,2456161.80626,14.741,14.911,0.004,9455420.0,15345.0,2336.31,74030.0,1.6713
"V16",I,2456161.80969,14.749,14.919,0.004,9455420.0,15345.0,2308.18,75520.0,1.7538
"V16",I,2456161.8108,14.751,14.921,0.004,9455420.0,15345.0,2404.945,77695.0,1.856
"V16",I,2456161.81423,14.759,14.929,0.005,9455420.0,15345.0,1933.365,72675.0,1.5884
"V16",I,2456161.81533,14.746,14.915,0.003,9455420.0,15345.0,3522.195,89780.0,2.6009
"V16",I,2456161.81936,14.748,14.918,0.003,9455420.0,15345.0,4118.195,98330.0,3.1057
"V16",I,2456161.82046,14.759,14.929,0.003,9455420.0,15345.0,3586.82,95330.0,2.9365
"V16",I,2456161.82401,14.758,14.928,0.003,9455420.0,15345.0,3753.655,97385.0,3.0438
"V16",I,2456161.82512,14.757,14.926,0.004,9455420.0,15345.0,3008.43,88805.0,2.4146
"V16",I,2456161.82862,14.757,14.927,0.004,9455420.0,15345.0,3031.19,89720.0,2.4507
"V16",I,2456161.82972,14.763,14.933,0.004,9455420.0,15345.0,2328.91,81385.0,1.9733
"V16",I,2456161.83325,14.762,14.932,0.004,9455420.0,15345.0,3162.955,92090.0,2.6594
"V16",I,2456161.83436,14.769,14.939,0.004,9455420.0,15345.0,2120.46,80480.0,1.8883
"V16",I,2456161.83792,14.786,14.956,0.007,9455420.0,15345.0,842.385,62295.0,0.8828
"V16",I,2456161.83901,14.782,14.952,0.005,9455420.0,15345.0,1426.24,72740.0,1.4325
"V16",I,2456161.84247,14.798,14.968,0.01,9455420.0,15345.0,510.03,56770.0,0.607
"V16",I,2456161.84357,14.783,14.953,0.01,9455420.0,15345.0,581.925,56730.0,0.5901
"V16",I,2456161.8484,14.772,14.942,0.011,9455420.0,15345.0,611.475,58995.0,0.5572
"V16",I,2456161.84984,14.797,14.967,0.012,9455420.0,15345.0,447.55,58095.0,0.5254
"V16",I,2456161.8551,14.839,15.009,0.054,9455420.0,15345.0,39.56,42420.0,0.085
"V16",I,2456161.85655,14.701,14.871,0.039,9455420.0,15345.0,215.33,48645.0,0.1191
"V16",I,2456168.73331,14.848,15.018,0.005,9455420.0,15345.0,904.95,112710.0,2.3729
