VName,Filter,HJD,mag_s,mag_i,e_mag_i,Fref,e_Fref,DFlux,e_DFlux,p
"V1 ",V,2456147.83917,15.329,14.444,0.009,2.3097905E7,9955.0,-3173.79,65335.0,0.4955
"V1 ",V,2456147.83958,15.335,14.45,0.009,2.3097905E7,9955.0,-3212.875,67400.0,0.4945
"V1 ",V,2456147.84106,15.325,14.44,0.009,2.3097905E7,9955.0,-3137.575,65740.0,0.4947
"V1 ",V,2456147.84147,15.323,14.438,0.009,2.3097905E7,9955.0,-3117.34,67400.0,0.4936
"V1 ",V,2456147.84724,15.345,14.46,0.009,2.3097905E7,9955.0,-3267.15,66130.0,0.4913
"V1 ",V,2456147.84764,15.337,14.452,0.009,2.3097905E7,9955.0,-3207.025,67195.0,0.4915
"V1 ",V,2456147.84912,15.343,14.458,0.009,2.3097905E7,9955.0,-3255.24,64255.0,0.4918
"V1 ",V,2456147.84953,15.315,14.43,0.008,2.3097905E7,9955.0,-3049.5,63410.0,0.4927
"V1 ",V,2456147.851,15.335,14.45,0.009,2.3097905E7,9955.0,-3194.555,67080.0,0.491
"V1 ",V,2456147.85142,15.355,14.47,0.009,2.3097905E7,9955.0,-3340.51,65805.0,0.4907
"V1 ",V,2456147.85289,15.334,14.449,0.009,2.3097905E7,9955.0,-3182.035,68145.0,0.4903
"V1 ",V,2456147.8533,15.341,14.456,0.009,2.3097905E7,9955.0,-3224.315,63325.0,0.4893
"V1 ",V,2456147.85477,15.336,14.451,0.009,2.3097905E7,9955.0,-3186.63,63985.0,0.4892
"V1 ",V,2456147.85517,15.347,14.462,0.008,2.3097905E7,9955.0,-3281.64,62815.0,0.4908
"V1 ",V,2456147.85664,15.337,14.452,0.008,2.3097905E7,9955.0,-3195.22,62985.0,0.4896
"V1 ",V,2456147.85706,15.331,14.446,0.008,2.3097905E7,9955.0,-3153.155,61830.0,0.4894
"V1 ",V,2456147.85854,15.336,14.451,0.008,2.3097905E7,9955.0,-3179.745,62630.0,0.4878
"V1 ",V,2456147.85895,15.328,14.443,0.008,2.3097905E7,9955.0,-3132.405,63220.0,0.4895
"V1 ",V,2456147.86043,15.353,14.468,0.009,2.3097905E7,9955.0,-3311.76,69720.0,0.4889
"V1 ",V,2456147.86084,15.337,14.452,0.009,2.3097905E7,9955.0,-3178.61,63585.0,0.4864
"V1 ",V,2456147.86231,15.34,14.455,0.008,2.3097905E7,9955.0,-3201.38,61625.0,0.4867
"V1 ",V,2456147.86272,15.342,14.457,0.009,2.3097905E7,9955.0,-3218.04,63615.0,0.4866
"V1 ",V,2456147.86419,15.338,14.453,0.008,2.3097905E7,9955.0,-3180.245,62135.0,0.4855
"V1 ",V,2456147.8646,15.339,14.454,0.009,2.3097905E7,9955.0,-3185.305,63565.0,0.4851
"V1 ",V,2456150.85037,15.337,14.452,0.005,2.3097905E7,9955.0,-6461.635,70470.0,0.9901
"V1 ",V,2456150.85219,15.333,14.447,0.005,2.3097905E7,9955.0,-6414.56,75505.0,0.9925
"V1 ",V,2456150.85272,15.326,14.441,0.005,2.3097905E7,9955.0,-6280.17,69585.0,0.9875
"V1 ",V,2456150.85455,15.33,14.445,0.005,2.3097905E7,9955.0,-6344.75,71060.0,0.987
"V1 ",V,2456150.85508,15.324,14.439,0.005,2.3097905E7,9955.0,-6245.835,70645.0,0.987
"V1 ",V,2456150.85691,15.329,14.444,0.005,2.3097905E7,9955.0,-6336.095,73060.0,0.9885
"V1 ",V,2456150.85744,15.337,14.452,0.005,2.3097905E7,9955.0,-6461.86,71860.0,0.9884
"V1 ",V,2456150.85928,15.326,14.441,0.005,2.3097905E7,9955.0,-6269.445,73745.0,0.9861
"V1 ",V,2456150.8598,15.335,14.45,0.005,2.3097905E7,9955.0,-6403.24,70715.0,0.9858
"V1 ",V,2456150.86163,15.324,14.439,0.005,2.3097905E7,9955.0,-6239.225,71000.0,0.9848
"V1 ",V,2456150.86217,15.333,14.448,0.005,2.3097905E7,9955.0,-6369.49,68540.0,0.9837
"V1 ",V,2456150.86399,15.329,14.444,0.005,2.3097905E7,9955.0,-6313.69,75330.0,0.9846
"V1 ",V,2456150.86452,15.328,14.443,0.005,2.3097905E7,9955.0,-6266.4,71945.0,0.9811
"V1 ",V,2456150.86635,15.329,14.444,0.005,2.3097905E7,9955.0,-6281.235,73250.0,0.9798
"V1 ",V,2456150.86687,15.334,14.449,0.005,2.3097905E7,9955.0,-6338.625,70335.0,0.9783
"V1 ",V,2456150.8687,15.325,14.44,0.005,2.3097905E7,9955.0,-6208.3,71790.0,0.9782
"V1 ",V,2456150.86923,15.331,14.446,0.005,2.3097905E7,9955.0,-6288.6,71355.0,0.9775
"V1 ",V,2456150.87105,15.329,14.444,0.005,2.3097905E7,9955.0,-6248.63,71565.0,0.9752
"V1 ",V,2456150.87157,15.336,14.45,0.005,2.3097905E7,9955.0,-6344.25,71020.0,0.9747
"V1 ",V,2456150.87338,15.333,14.448,0.005,2.3097905E7,9955.0,-6312.415,72705.0,0.9762
"V1 ",V,2456150.87392,15.332,14.447,0.005,2.3097905E7,9955.0,-6278.325,73455.0,0.9719
"V1 ",V,2456150.87575,15.328,14.443,0.005,2.3097905E7,9955.0,-6191.215,74025.0,0.9691
"V1 ",V,2456150.87627,15.329,14.444,0.005,2.3097905E7,9955.0,-6232.945,71390.0,0.9715
"V1 ",V,2456150.8781,15.328,14.443,0.005,2.3097905E7,9955.0,-6182.83,72100.0,0.9678
"V1 ",V,2456150.87862,15.327,14.442,0.005,2.3097905E7,9955.0,-6163.655,73215.0,0.9663
"V1 ",V,2456150.88045,15.327,14.441,0.005,2.3097905E7,9955.0,-6142.92,76240.0,0.9643
"V1 ",V,2456150.88099,15.326,14.441,0.005,2.3097905E7,9955.0,-6138.585,73805.0,0.9643
"V1 ",V,2456150.88281,15.338,14.453,0.005,2.3097905E7,9955.0,-6296.33,73460.0,0.9621
"V1 ",V,2456150.88333,15.341,14.456,0.005,2.3097905E7,9955.0,-6326.105,75060.0,0.9597
"V1 ",V,2456150.88515,15.329,14.443,0.005,2.3097905E7,9955.0,-6132.565,74595.0,0.9579
"V1 ",V,2456150.88568,15.341,14.456,0.005,2.3097905E7,9955.0,-6318.525,76600.0,0.9577
"V1 ",V,2456150.8875,15.325,14.44,0.006,2.3097905E7,9955.0,-6040.18,84980.0,0.9519
"V1 ",V,2456150.88802,15.344,14.459,0.006,2.3097905E7,9955.0,-6331.02,81570.0,0.9526
"V1 ",V,2456150.88985,15.318,14.432,0.005,2.3097905E7,9955.0,-5944.18,78275.0,0.9541
"V1 ",V,2456150.89037,15.336,14.451,0.005,2.3097905E7,9955.0,-6203.225,71625.0,0.9522
"V1 ",V,2456150.89219,15.333,14.448,0.005,2.3097905E7,9955.0,-6131.51,75010.0,0.9481
"V1 ",V,2456150.89272,15.328,14.443,0.005,2.3097905E7,9955.0,-6048.425,75390.0,0.9466
"V1 ",V,2456150.89454,15.328,14.442,0.005,2.3097905E7,9955.0,-6022.3,76870.0,0.9431
"V1 ",V,2456151.82022,15.274,14.389,0.004,2.3097905E7,9955.0,-5527.055,69450.0,0.9984
"V1 ",V,2456151.82075,15.269,14.384,0.004,2.3097905E7,9955.0,-5475.235,70130.0,1.0028
"V1 ",V,2456151.82311,15.24,14.354,0.004,2.3097905E7,9955.0,-4978.865,70755.0,1.002
"V1 ",V,2456151.82493,15.21,14.324,0.004,2.3097905E7,9955.0,-4486.02,71985.0,1.0042
"V1 ",V,2456151.82546,15.204,14.319,0.004,2.3097905E7,9955.0,-4381.24,71555.0,1.0035
"V1 ",V,2456151.82781,15.172,14.286,0.004,2.3097905E7,9955.0,-3803.54,72300.0,1.0019
"V1 ",V,2456151.82963,15.138,14.252,0.004,2.3097905E7,9955.0,-3200.38,72550.0,1.0063
"V1 ",V,2456151.83015,15.124,14.238,0.004,2.3097905E7,9955.0,-2933.955,73630.0,1.0011
"V1 ",V,2456151.8325,15.098,14.212,0.004,2.3097905E7,9955.0,-2417.135,74220.0,0.9961
"V1 ",V,2456151.83485,15.048,14.162,0.004,2.3097905E7,9955.0,-1466.13,74910.0,1.0056
"V1 ",V,2456151.83668,15.025,14.139,0.004,2.3097905E7,9955.0,-983.68,76355.0,0.9947
"V1 ",V,2456151.8372,15.016,14.13,0.004,2.3097905E7,9955.0,-802.28,77215.0,0.9933
"V1 ",V,2456151.83954,14.976,14.09,0.004,2.3097905E7,9955.0,29.9,77170.0,1.0017
"V1 ",V,2456151.8419,14.938,14.051,0.004,2.3097905E7,9955.0,860.695,79340.0,0.9919
"V1 ",V,2456151.84425,14.907,14.02,0.004,2.3097905E7,9955.0,1534.545,79490.0,0.985
"V1 ",V,2456151.8466,14.881,13.994,0.003,2.3097905E7,9955.0,2151.73,80290.0,0.9949
"V1 ",V,2456151.84842,14.867,13.98,0.003,2.3097905E7,9955.0,2450.275,81780.0,0.9872
"V1 ",V,2456151.84895,14.858,13.971,0.003,2.3097905E7,9955.0,2681.865,81145.0,0.9924
"V1 ",V,2456151.85129,14.835,13.947,0.003,2.3097905E7,9955.0,3213.995,82110.0,0.9835
"V1 ",V,2456151.85364,14.815,13.927,0.003,2.3097905E7,9955.0,3689.865,84525.0,0.9806
"V1 ",V,2456151.85599,14.797,13.909,0.003,2.3097905E7,9955.0,4112.85,83635.0,0.9782
"V1 ",V,2456151.85834,14.784,13.896,0.003,2.3097905E7,9955.0,4452.35,84845.0,0.9811
"V1 ",V,2456151.86017,14.762,13.874,0.003,2.3097905E7,9955.0,4991.63,85690.0,0.9773
"V1 ",V,2456151.86069,14.766,13.878,0.003,2.3097905E7,9955.0,4886.045,85325.0,0.9768
"V1 ",V,2456151.86305,14.747,13.859,0.003,2.3097905E7,9955.0,5356.93,85720.0,0.9739
"V1 ",V,2456151.86488,14.735,13.847,0.003,2.3097905E7,9955.0,5672.15,89620.0,0.9752
"V1 ",V,2456151.8654,14.735,13.847,0.004,2.3097905E7,9955.0,5670.5,93090.0,0.9738
"V1 ",V,2456151.87004,14.689,13.801,0.003,2.3097905E7,9955.0,6869.795,90775.0,0.9696
"V1 ",V,2456151.87239,14.666,13.778,0.003,2.3097905E7,9955.0,7449.01,88785.0,0.9648
"V1 ",V,2456151.87422,14.659,13.771,0.003,2.3097905E7,9955.0,7630.16,88430.0,0.9629
"V1 ",V,2456151.87475,14.651,13.763,0.003,2.3097905E7,9955.0,7835.05,88835.0,0.9607
"V1 ",V,2456151.87657,14.638,13.75,0.003,2.3097905E7,9955.0,8198.945,90800.0,0.9618
"V1 ",V,2456151.87709,14.628,13.739,0.003,2.3097905E7,9955.0,8481.155,92250.0,0.96
"V1 ",V,2456151.87943,14.615,13.726,0.003,2.3097905E7,9955.0,8829.325,92670.0,0.9579
"V1 ",V,2456159.83558,15.351,14.466,0.002,2.3097905E7,9955.0,-32820.965,150340.0,4.8632
"V1 ",V,2456159.83703,15.351,14.466,0.002,2.3097905E7,9955.0,-32855.09,150110.0,4.8732
"V1 ",V,2456159.85367,15.368,14.483,0.002,2.3097905E7,9955.0,-33736.46,157640.0,4.8224
"V1 ",V,2456159.85512,15.367,14.482,0.002,2.3097905E7,9955.0,-33597.745,162140.0,4.8131
"V1 ",V,2456159.8678,15.39,14.505,0.002,2.3097905E7,9955.0,-34220.89,142065.0,4.675
"V1 ",V,2456159.86925,15.386,14.502,0.002,2.3097905E7,9955.0,-34369.665,148200.0,4.7259
"V1 ",V,2456160.77394,14.883,13.996,0.002,2.3097905E7,9955.0,7615.28,151145.0,3.5882
"V1 ",V,2456160.77539,14.865,13.978,0.002,2.3097905E7,9955.0,11758.865,172810.0,4.6287
"V1 ",V,2456160.78457,14.786,13.899,0.001,2.3097905E7,9955.0,22254.5,185210.0,4.9737
"V1 ",V,2456160.78602,14.774,13.887,0.001,2.3097905E7,9955.0,23826.745,185915.0,4.9766
"V1 ",V,2456160.79452,14.696,13.808,0.001,2.3097905E7,9955.0,33333.885,188685.0,4.8499
"V1 ",V,2456160.79597,14.687,13.799,0.001,2.3097905E7,9955.0,34874.88,190235.0,4.8905
"V1 ",V,2456160.8037,14.626,13.738,0.001,2.3097905E7,9955.0,40986.91,190825.0,4.6142
"V1 ",V,2456160.80514,14.617,13.728,0.001,2.3097905E7,9955.0,41688.635,189490.0,4.5524
"V1 ",V,2456160.81337,14.585,13.696,0.002,2.3097905E7,9955.0,15831.305,115410.0,1.5627
"V1 ",V,2456160.81482,14.576,13.688,0.003,2.3097905E7,9955.0,11593.99,98470.0,1.1164
"V1 ",V,2456160.82192,14.565,13.677,0.004,2.3097905E7,9955.0,8497.91,85790.0,0.7916
"V1 ",V,2456160.82337,14.564,13.676,0.003,2.3097905E7,9955.0,12209.3,100365.0,1.1337
"V1 ",V,2456160.83235,14.565,13.677,0.002,2.3097905E7,9955.0,32313.55,160265.0,3.0121
"V1 ",V,2456160.8338,14.571,13.682,0.002,2.3097905E7,9955.0,32080.885,159080.0,3.0378
"V1 ",V,2456160.84151,14.583,13.695,0.001,2.3097905E7,9955.0,45643.03,190745.0,4.4861
"V1 ",V,2456160.84296,14.581,13.692,0.001,2.3097905E7,9955.0,48485.27,215710.0,4.7277
"V1 ",V,2456160.85051,14.604,13.716,0.001,2.3097905E7,9955.0,43659.86,198500.0,4.5794
"V1 ",V,2456160.85196,14.613,13.725,0.001,2.3097905E7,9955.0,42305.26,193295.0,4.5687
"V1 ",V,2456160.86016,14.629,13.74,0.002,2.3097905E7,9955.0,27878.025,167495.0,3.1646
"V1 ",V,2456160.86161,14.643,13.755,0.002,2.3097905E7,9955.0,19644.13,137190.0,2.3402
"V1 ",V,2456160.87091,14.656,13.768,0.002,2.3097905E7,9955.0,23099.625,164970.0,2.8831
"V1 ",V,2456160.87235,14.679,13.791,0.002,2.3097905E7,9955.0,14313.03,123415.0,1.9441
"V1 ",V,2456160.878,14.685,13.797,0.002,2.3097905E7,9955.0,18503.615,151910.0,2.5784
"V1 ",V,2456160.87944,14.695,13.807,0.002,2.3097905E7,9955.0,12324.925,120685.0,1.7875
"V1 ",V,2456161.76452,15.034,14.148,0.002,2.3097905E7,9955.0,-2956.665,119375.0,2.5248
"V1 ",V,2456161.76563,15.037,14.15,0.002,2.3097905E7,9955.0,-3138.415,120835.0,2.5691
"V1 ",V,2456161.76934,15.04,14.154,0.002,2.3097905E7,9955.0,-3273.37,119585.0,2.518
"V1 ",V,2456161.77045,15.043,14.157,0.002,2.3097905E7,9955.0,-4445.12,135600.0,3.2831
"V1 ",V,2456161.774,15.059,14.173,0.003,2.3097905E7,9955.0,-3211.075,106315.0,1.9209
"V1 ",V,2456161.77509,15.051,14.165,0.003,2.3097905E7,9955.0,-2710.77,102045.0,1.7861
"V1 ",V,2456161.77894,15.062,14.175,0.003,2.3097905E7,9955.0,-2653.97,94165.0,1.5372
"V1 ",V,2456161.78005,15.067,14.18,0.003,2.3097905E7,9955.0,-2561.795,90310.0,1.4063
"V1 ",V,2456161.7841,15.069,14.183,0.003,2.3097905E7,9955.0,-2496.86,88200.0,1.3309
"V1 ",V,2456161.78521,15.07,14.184,0.003,2.3097905E7,9955.0,-2459.83,87095.0,1.2967
"V1 ",V,2456161.78888,15.073,14.186,0.003,2.3097905E7,9955.0,-2715.52,89950.0,1.3993
"V1 ",V,2456161.78998,15.081,14.195,0.003,2.3097905E7,9955.0,-2714.15,86420.0,1.2883
"V1 ",V,2456161.79361,15.086,14.2,0.003,2.3097905E7,9955.0,-3953.745,99765.0,1.7912
"V1 ",V,2456161.79471,15.088,14.201,0.003,2.3097905E7,9955.0,-3432.665,93285.0,1.5389
"V1 ",V,2456161.79825,15.09,14.204,0.004,2.3097905E7,9955.0,-2837.915,84385.0,1.2463
"V1 ",V,2456161.79935,15.096,14.21,0.003,2.3097905E7,9955.0,-3549.55,90990.0,1.4814
"V1 ",V,2456161.80282,15.097,14.211,0.004,2.3097905E7,9955.0,-2931.38,83135.0,1.2119
"V1 ",V,2456161.80392,15.1,14.214,0.004,2.3097905E7,9955.0,-2764.29,79960.0,1.1154
"V1 ",V,2456161.80743,15.111,14.225,0.003,2.3097905E7,9955.0,-3928.11,90290.0,1.4671
"V1 ",V,2456161.80853,15.108,14.222,0.003,2.3097905E7,9955.0,-3838.085,90250.0,1.4637
"V1 ",V,2456161.81196,15.109,14.223,0.003,2.3097905E7,9955.0,-4612.595,98090.0,1.7489
"V1 ",V,2456161.81307,15.117,14.231,0.003,2.3097905E7,9955.0,-4064.39,90445.0,1.4518
"V1 ",V,2456161.81705,15.116,14.23,0.002,2.3097905E7,9955.0,-8521.11,127105.0,3.0715
"V1 ",V,2456161.81815,15.117,14.231,0.002,2.3097905E7,9955.0,-8073.19,122930.0,2.8827
"V1 ",V,2456161.82166,15.122,14.236,0.002,2.3097905E7,9955.0,-8057.795,123040.0,2.7912
"V1 ",V,2456161.82277,15.124,14.238,0.002,2.3097905E7,9955.0,-9420.615,130415.0,3.2176
"V1 ",V,2456161.8263,15.131,14.245,0.003,2.3097905E7,9955.0,-7229.37,112585.0,2.3657
"V1 ",V,2456161.8274,15.135,14.249,0.003,2.3097905E7,9955.0,-6795.12,107430.0,2.1744
"V1 ",V,2456161.83089,15.136,14.25,0.003,2.3097905E7,9955.0,-7661.71,114370.0,2.4307
"V1 ",V,2456161.832,15.134,14.248,0.002,2.3097905E7,9955.0,-8295.52,118660.0,2.6642
"V1 ",V,2456161.83562,15.144,14.258,0.003,2.3097905E7,9955.0,-5047.535,94020.0,1.534
"V1 ",V,2456161.83672,15.15,14.264,0.004,2.3097905E7,9955.0,-4574.195,88820.0,1.348
"V1 ",V,2456161.84019,15.15,14.264,0.006,2.3097905E7,9955.0,-1940.945,60310.0,0.5712
"V1 ",V,2456161.8413,15.155,14.269,0.003,2.3097905E7,9955.0,-5650.71,94705.0,1.6146
"V1 ",V,2456161.84507,15.194,14.309,0.012,2.3097905E7,9955.0,-976.42,48690.0,0.2329
"V1 ",V,2456161.84652,15.157,14.271,0.009,2.3097905E7,9955.0,-1140.71,53045.0,0.3229
"V1 ",V,2456161.85214,15.174,14.288,0.006,2.3097905E7,9955.0,-2684.185,70140.0,0.6991
"V1 ",V,2456161.85359,15.175,14.289,0.013,2.3097905E7,9955.0,-883.395,50995.0,0.2298
"V1 ",V,2456168.72569,15.338,14.453,0.002,2.3097905E7,9955.0,-33799.32,179405.0,5.1637
"V1 ",V,2456168.72935,15.335,14.45,0.003,2.3097905E7,9955.0,-20086.74,136880.0,3.0874
"V1 ",V,2456168.73111,15.336,14.451,0.003,2.3097905E7,9955.0,-16586.655,131050.0,2.5427
"V1 ",V,2456168.74571,15.34,14.455,0.004,2.3097905E7,9955.0,-15766.255,140015.0,2.3993
"V1 ",V,2456168.74659,15.343,14.458,0.004,2.3097905E7,9955.0,-15466.6,142395.0,2.3367
"V1 ",V,2456168.74921,15.344,14.459,0.004,2.3097905E7,9955.0,-16241.795,139950.0,2.446
"V1 ",V,2456168.75009,15.348,14.463,0.005,2.3097905E7,9955.0,-14130.815,156915.0,2.1102
"V1 ",V,2456168.75272,15.346,14.461,0.004,2.3097905E7,9955.0,-16018.26,141930.0,2.4007
"V1 ",V,2456168.75359,15.345,14.46,0.004,2.3097905E7,9955.0,-15874.11,143670.0,2.3864
"V1 ",V,2456168.75622,15.346,14.461,0.005,2.3097905E7,9955.0,-14783.405,152725.0,2.2177
"V1 ",V,2456168.75709,15.344,14.459,0.004,2.3097905E7,9955.0,-15151.235,148370.0,2.2812
"V1 ",V,2456168.75971,15.357,14.472,0.004,2.3097905E7,9955.0,-15316.905,148940.0,2.2405
"V1 ",V,2456168.76059,15.343,14.458,0.004,2.3097905E7,9955.0,-15548.065,145085.0,2.3479
"V1 ",V,2456168.76323,15.355,14.47,0.005,2.3097905E7,9955.0,-15049.165,149920.0,2.2128
"V1 ",V,2456168.7641,15.356,14.471,0.004,2.3097905E7,9955.0,-14892.945,146975.0,2.1841
"V1 ",V,2456168.76674,15.358,14.473,0.005,2.3097905E7,9955.0,-14365.555,148705.0,2.0967
"V1 ",V,2456168.76761,15.357,14.472,0.005,2.3097905E7,9955.0,-13864.3,151695.0,2.0288
"V1 ",V,2456168.77024,15.351,14.466,0.007,2.3097905E7,9955.0,-11302.985,166335.0,1.6775
"V1 ",V,2456168.77111,15.357,14.472,0.007,2.3097905E7,9955.0,-10602.49,174320.0,1.551
"V1 ",V,2456168.77373,15.367,14.482,0.006,2.3097905E7,9955.0,-11897.42,160670.0,1.7045
"V1 ",V,2456168.77461,15.361,14.476,0.006,2.3097905E7,9955.0,-12391.31,159860.0,1.7964
"V1 ",V,2456168.77725,15.369,14.484,0.006,2.3097905E7,9955.0,-12353.765,164215.0,1.7598
"V1 ",V,2456168.77812,15.357,14.472,0.007,2.3097905E7,9955.0,-11079.055,169155.0,1.6193
"V1 ",V,2456168.78076,15.38,14.495,0.005,2.3097905E7,9955.0,-15103.295,151295.0,2.1043
"V1 ",V,2456168.78163,15.368,14.483,0.005,2.3097905E7,9955.0,-15235.005,150885.0,2.1759
"V1 ",V,2456168.78426,15.375,14.49,0.004,2.3097905E7,9955.0,-16489.05,143725.0,2.3202
"V1 ",V,2456168.78513,15.377,14.492,0.004,2.3097905E7,9955.0,-16207.545,146650.0,2.2736
"V1 ",V,2456168.78775,15.38,14.495,0.005,2.3097905E7,9955.0,-15939.47,149915.0,2.2213
"V1 ",V,2456168.78863,15.378,14.494,0.005,2.3097905E7,9955.0,-15322.75,154235.0,2.1415
"V1 ",V,2456168.79127,15.381,14.496,0.004,2.3097905E7,9955.0,-17853.18,141095.0,2.4819
"V1 ",V,2456168.79214,15.39,14.505,0.004,2.3097905E7,9955.0,-18136.51,141520.0,2.4748
"V1 ",V,2456168.79478,15.392,14.508,0.004,2.3097905E7,9955.0,-18303.35,137980.0,2.4867
"V1 ",V,2456168.79565,15.396,14.511,0.005,2.3097905E7,9955.0,-15926.055,155000.0,2.1504
"V1 ",V,2456168.79828,15.403,14.518,0.005,2.3097905E7,9955.0,-17103.175,150275.0,2.2776
"V1 ",V,2456168.79915,15.394,14.509,0.005,2.3097905E7,9955.0,-16601.225,149780.0,2.249
"V1 ",V,2456168.80178,15.399,14.515,0.004,2.3097905E7,9955.0,-17153.575,147305.0,2.2996
"V1 ",V,2456168.80265,15.405,14.52,0.004,2.3097905E7,9955.0,-17975.015,143395.0,2.3848
"V1 ",V,2456168.80529,15.409,14.525,0.004,2.3097905E7,9955.0,-18785.895,137505.0,2.47
"V1 ",V,2456168.80617,15.408,14.523,0.004,2.3097905E7,9955.0,-18809.935,137260.0,2.4815
"V1 ",V,2456168.8088,15.419,14.535,0.004,2.3097905E7,9955.0,-19240.27,135980.0,2.4839
"V1 ",V,2456168.80967,15.418,14.533,0.004,2.3097905E7,9955.0,-19147.985,136090.0,2.4781
"V1 ",V,2456168.8123,15.421,14.536,0.004,2.3097905E7,9955.0,-19193.915,137160.0,2.4701
"V1 ",V,2456168.81317,15.415,14.53,0.004,2.3097905E7,9955.0,-19075.335,139275.0,2.4831
"V1 ",V,2456168.81579,15.425,14.54,0.004,2.3097905E7,9955.0,-19284.57,136510.0,2.4635
"V1 ",V,2456168.81667,15.427,14.542,0.004,2.3097905E7,9955.0,-19270.45,138305.0,2.4551
"V1 ",V,2456168.81931,15.426,14.542,0.004,2.3097905E7,9955.0,-18809.12,143670.0,2.3977
"V1 ",V,2456168.82018,15.432,14.548,0.004,2.3097905E7,9955.0,-19524.985,141205.0,2.4627
"V1 ",V,2456168.82281,15.437,14.553,0.004,2.3097905E7,9955.0,-18715.78,140140.0,2.3391
"V1 ",V,2456168.82369,15.433,14.549,0.004,2.3097905E7,9955.0,-18670.54,136085.0,2.3504
"V1 ",V,2456168.82632,15.448,14.563,0.005,2.3097905E7,9955.0,-16547.905,143830.0,2.0307
"V1 ",V,2456168.82719,15.45,14.565,0.005,2.3097905E7,9955.0,-17325.405,140530.0,2.1208
"V1 ",V,2456168.82981,15.443,14.558,0.009,2.3097905E7,9955.0,-10919.385,160635.0,1.3515
"V1 ",V,2456168.83069,15.454,14.57,0.008,2.3097905E7,9955.0,-11454.37,160155.0,1.3905
"V1 ",V,2456168.83333,15.447,14.562,0.007,2.3097905E7,9955.0,-13588.89,154985.0,1.6705
"V1 ",V,2456168.8342,15.458,14.573,0.006,2.3097905E7,9955.0,-15279.085,149110.0,1.845
"V1 ",V,2456168.83684,15.453,14.568,0.006,2.3097905E7,9955.0,-15313.435,145510.0,1.8649
"V1 ",V,2456168.83771,15.454,14.57,0.013,2.3097905E7,9955.0,-8159.725,172930.0,0.9912
"V1 ",V,2456168.84034,15.463,14.579,0.006,2.3097905E7,9955.0,-15096.905,155685.0,1.807
"V1 ",V,2456168.84121,15.467,14.583,0.007,2.3097905E7,9955.0,-13885.395,156820.0,1.6501
"V1 ",V,2456168.84383,15.472,14.587,0.005,2.3097905E7,9955.0,-17853.845,142305.0,2.1069
"V1 ",V,2456168.84471,15.463,14.579,0.004,2.3097905E7,9955.0,-19222.025,133580.0,2.2995
"V1 ",V,2456168.85534,15.477,14.592,0.005,2.3097905E7,9955.0,-18909.845,134055.0,2.2148
"V1 ",V,2456168.85621,15.491,14.606,0.005,2.3097905E7,9955.0,-17341.865,141745.0,1.9872
"V1 ",V,2456168.85885,15.478,14.593,0.005,2.3097905E7,9955.0,-17922.415,139630.0,2.0951
"V1 ",V,2456168.85972,15.491,14.607,0.004,2.3097905E7,9955.0,-19969.795,129600.0,2.2856
"V1 ",V,2456190.75585,15.002,14.116,0.001,2.3097905E7,9955.0,-3810.035,220120.0,7.3566
"V1 ",V,2456190.75672,15.015,14.128,0.002,2.3097905E7,9955.0,-1873.09,121005.0,2.4192
"V1 ",V,2456190.75933,15.014,14.128,0.002,2.3097905E7,9955.0,-1848.465,121490.0,2.4146
"V1 ",V,2456190.7602,15.018,14.132,0.002,2.3097905E7,9955.0,-2057.695,123765.0,2.4171
"V1 ",V,2456190.7628,15.02,14.133,0.003,2.3097905E7,9955.0,-2111.1,125440.0,2.4088
"V1 ",V,2456190.76368,15.023,14.137,0.002,2.3097905E7,9955.0,-2286.87,119030.0,2.4042
"V1 ",V,2456190.76628,15.042,14.156,0.003,2.3097905E7,9955.0,-3191.445,131070.0,2.381
"V1 ",V,2456190.76715,15.03,14.143,0.002,2.3097905E7,9955.0,-2591.055,116575.0,2.3861
"V1 ",V,2456190.76977,15.031,14.145,0.003,2.3097905E7,9955.0,-2653.81,127185.0,2.374
"V1 ",V,2456190.77063,15.037,14.15,0.003,2.3097905E7,9955.0,-2904.495,122900.0,2.3716
"V1 ",V,2456190.77632,15.047,14.161,0.002,2.3097905E7,9955.0,-3381.355,118215.0,2.3624
"V1 ",V,2456190.77718,15.052,14.166,0.002,2.3097905E7,9955.0,-3630.215,116945.0,2.3636
"V1 ",V,2456190.7798,15.05,14.163,0.003,2.3097905E7,9955.0,-3502.7,119615.0,2.3591
"V1 ",V,2456190.78066,15.05,14.163,0.003,2.3097905E7,9955.0,-3490.53,121075.0,2.3526
"V1 ",V,2456190.78326,15.064,14.178,0.003,2.3097905E7,9955.0,-4153.015,118070.0,2.3436
"V1 ",V,2456190.78413,15.058,14.172,0.003,2.3097905E7,9955.0,-3876.61,116640.0,2.3375
"V1 ",V,2456190.78673,15.067,14.181,0.003,2.3097905E7,9955.0,-4269.15,117725.0,2.3261
"V1 ",V,2456190.7876,15.063,14.176,0.003,2.3097905E7,9955.0,-4045.665,119480.0,2.3219
"V1 ",V,2456190.79021,15.07,14.184,0.003,2.3097905E7,9955.0,-4382.905,119460.0,2.3109
"V1 ",V,2456190.79107,15.069,14.183,0.003,2.3097905E7,9955.0,-4317.3,115320.0,2.3068
"V1 ",V,2456190.79368,15.069,14.183,0.003,2.3097905E7,9955.0,-4278.715,118785.0,2.2898
